age,monthly_income,employment_type,upi_txn_per_month,avg_txn_amount,utility_bills_paid,rent_payments_on_time,mobile_recharge_regularity,spending_variance,income_stability_ratio,savings_rate,late_payments,overdraft_count,loan_amount_requested,loan_tenure_months,repaid
44,22347,salaried,78,3128,6,5,0.11940064207631362,0.13115622396525872,0.8521419654628009,0.11756915400988516,3,1,113447,6,1
46,21920,gig_worker,112,217,2,8,0.78309867625015,0.9692946620490801,0.6194437687491732,0.31695161352405615,4,2,195197,48,1
45,36822,self_employed,126,581,6,1,0.3501048042845637,0.9841396470417361,0.4438039748702795,0.32163699690514796,0,4,185753,48,1
49,51659,gig_worker,21,4387,7,2,0.2243668276923797,0.18704268523871437,0.44565610983681364,0.20341066604634395,3,1,213929,36,0
35,45108,salaried,75,2737,5,8,0.35284411837350005,0.8648038087401708,0.40617799385667386,0.2465077308504688,9,2,37567,6,0
21,12967,gig_worker,66,206,5,8,0.6453308128295218,0.39042332619389175,0.6826546852123778,0.3470142440873534,2,3,257901,6,1
45,16871,self_employed,45,4577,7,5,0.5467871248282837,0.38136846448671446,0.9439765660045498,0.47605076785521105,8,3,9418,60,1
27,79270,self_employed,123,4978,7,2,0.743589406521226,0.26269763189690165,0.9942586490320364,0.1476531042205158,5,2,309308,24,1
29,38613,self_employed,49,343,6,4,0.3390741484817763,0.04471027455489651,0.5011098600257353,0.12318157597871976,3,4,6986,12,0
44,33179,student,62,2732,5,1,0.4520285734646854,0.2680089836852235,0.7881201782077105,0.3009034461494358,2,2,234722,48,0
21,57188,self_employed,130,4663,5,6,0.1019683689629235,0.053776905333052016,0.7179686109272645,0.06539955572067996,3,0,43593,24,1
28,60099,self_employed,48,965,9,9,0.07305864603278145,0.9243720463599634,0.6422552818134177,0.29126641524390695,7,2,301127,60,0
44,40262,student,19,3081,10,10,0.46225524284410047,0.6617206723927285,0.7660380506684289,0.04442574253571541,4,2,117194,24,1
31,23268,gig_worker,82,1661,5,7,0.30159660744592354,0.8866226500163915,0.5599541132860483,0.2452919398022544,0,3,485934,48,0
37,65545,self_employed,74,703,7,5,0.6128005721361308,0.7172906814705706,0.9611393425654147,0.31020718735676683,4,4,430205,36,1
28,77146,gig_worker,105,3162,0,7,0.043002165444571916,0.13128687108263926,0.7938142073944359,0.03505481963642093,7,2,365692,36,0
55,76966,salaried,7,4118,4,1,0.12176637759956543,0.9405815367352979,0.8279407643947112,0.10347657597431464,3,1,130605,48,1
55,44922,salaried,90,2115,2,2,0.8651908111063952,0.8998930536327671,0.46969546650425176,0.16768714243976246,1,3,314031,60,0
53,47913,self_employed,78,1758,11,6,0.5663116215191045,0.3480760779010357,0.41800740244833356,0.18429934759307948,2,3,421658,60,1
25,60677,student,55,3480,7,9,0.7120545336912272,0.1115333403516765,0.5760385551660261,0.3380523216270792,8,2,278387,6,1
59,54841,student,71,3867,10,11,0.8419721187072957,0.7041547507888738,0.8366707397353077,0.26451067027976205,6,1,5132,12,1
48,51332,salaried,80,3870,5,0,0.4638343429500522,0.7283613027367225,0.9571571368270002,0.19105423515266345,2,2,151628,36,1
27,30032,self_employed,97,1713,1,6,0.7610603839674761,0.8968290448407071,0.5991308781818054,0.22533812717082502,4,1,331541,12,0
29,42846,salaried,149,1979,6,5,0.5245855790735243,0.05265575945107992,0.8419097547480161,0.00648833532511961,2,3,350434,24,1
28,64474,student,11,4208,6,7,0.22274877027370388,0.14170383802737185,0.6292853336267666,0.385262639653815,9,1,195512,24,0
32,49936,student,17,2446,4,6,0.3376561688009395,0.5982487928791823,0.5066597746888246,0.020502344347391233,3,2,432071,48,0
54,34794,self_employed,124,1199,7,3,0.49035044105566084,0.6191315508700825,0.8174856055080932,0.414658746461283,7,0,14839,48,1
53,66588,gig_worker,70,1174,4,2,0.31688555217227077,0.03360966231500628,0.8587414937869291,0.27049826070736505,2,0,244459,48,1
43,75984,gig_worker,8,886,0,2,0.33552769134989835,0.3969320510616584,0.4419885558564761,0.2639095956122585,2,1,195136,60,0
44,55331,self_employed,142,248,8,3,0.3373928312487664,0.5841617312760491,0.5136186514317315,0.3522893138865997,7,2,247791,36,1
57,33141,salaried,92,1854,3,8,0.12283997885710418,0.7379113331517339,0.6463437904315635,0.42977976632673265,9,4,221994,12,0
55,14074,self_employed,21,2269,1,8,0.08464260721225136,0.31615069177832855,0.43056528083681367,0.47132307323983214,9,0,441436,24,0
42,11406,gig_worker,56,3856,3,1,0.046496039691304336,0.48390349302184144,0.9501840091276548,0.2716849436219924,6,3,346508,12,0
47,28291,gig_worker,138,1279,8,4,0.11095626103433676,0.8140548723120092,0.7139337387925239,0.07532911599445913,6,2,177150,36,1
55,46568,salaried,73,3409,1,0,0.343707092135618,0.9538950638977405,0.38484229416018484,0.4393154630865036,9,2,237279,12,0
21,51851,student,141,2523,3,3,0.5938718057830571,0.2303146753898455,0.42882090527772343,0.020336009185057458,1,0,392832,12,0
55,59823,salaried,25,4277,1,1,0.18814692720940895,0.2530422058198962,0.9680487417273911,0.4036685853599041,6,4,486958,60,1
57,28312,self_employed,28,4687,4,7,0.888008846002638,0.9398181874338755,0.8167180099876328,0.34021081321282404,9,3,333574,48,1
34,48108,gig_worker,8,1024,2,3,0.8083824312394494,0.3959111507626836,0.8140835591534903,0.45236380371147306,9,4,268409,60,0
23,71918,gig_worker,7,1703,9,4,0.5205271128091636,0.7183483245207427,0.3507490158035382,0.4487315751237234,2,3,158879,60,1
21,39171,self_employed,72,3152,1,10,0.7242098308133599,0.6122652287298762,0.9267091863962629,0.026577042718539834,6,0,232751,12,0
25,46779,salaried,105,4318,8,3,0.36632852469875843,0.2855876797940563,0.6106147537910231,0.30472320358783606,3,2,185586,12,0
46,73828,salaried,58,4903,4,4,0.0367777927330899,0.6535622219580249,0.7618021258479484,0.062335727584100886,7,3,192388,60,0
34,17411,self_employed,39,2477,9,4,0.9043328475325398,0.6555659009569733,0.9717824533798096,0.039234305872027364,7,2,342645,12,1
59,62009,self_employed,60,3580,4,4,0.127793488257822,0.5924431854090763,0.37000866624958983,0.22413857291536526,5,1,69817,60,0
47,20422,salaried,112,3282,0,10,0.9479373463796514,0.09966082484951289,0.637593521640605,0.04879876992437032,2,1,363092,6,0
29,47468,gig_worker,44,2917,5,2,0.57188258826611,0.9951718223740377,0.3347289156633522,0.3639511915562964,5,0,168301,60,0
35,37371,self_employed,72,3260,6,6,0.30556306102142994,0.4004164611708274,0.6496817963266008,0.48447035525379983,5,0,430964,24,1
35,62022,gig_worker,50,4905,0,2,0.49552462331184466,0.6382509853969889,0.47658158734129974,0.2847914788915464,2,0,177345,24,0
46,76229,gig_worker,82,4989,8,1,0.5016298089230942,0.8857616941126193,0.9377458704917094,0.1175844347808433,3,1,59784,12,0
33,56196,salaried,145,811,7,2,0.023287079442581904,0.42328848841983635,0.5789447459911607,0.4216031957626977,1,3,416306,60,0
52,31715,salaried,10,2686,11,10,0.35545985188413864,0.7739250568055486,0.7437107122364554,0.426551687465013,0,4,241710,60,1
59,32605,gig_worker,21,2748,7,2,0.7398657995429174,0.971824424679406,0.9022010853701843,0.3663929861821972,1,0,491793,48,1
52,36174,self_employed,103,1817,6,7,0.510069188950708,0.35893476025304827,0.9885843008920234,0.30756609240667543,6,4,257673,48,1
24,14956,gig_worker,85,4452,4,3,0.2442301170095842,0.4052695702327367,0.6526735592299822,0.433896227375862,9,4,149446,48,0
50,74252,gig_worker,6,970,2,2,0.335109860036944,0.9055760589965687,0.6190303920030191,0.08164584099877953,4,1,132247,60,0
57,66949,gig_worker,81,3674,11,9,0.8630543931159491,0.159642867815183,0.3530177517075211,0.4658000631720224,8,3,51116,60,1
43,67646,student,70,370,8,4,0.5255496701502296,0.02859483835944232,0.3089172603360505,0.4736015746052841,2,1,216983,24,1
59,75017,self_employed,56,1643,6,3,0.528352122551236,0.9088890048491118,0.7261614647489473,0.4359961869985667,1,0,64133,36,1
35,68037,self_employed,96,649,10,8,0.96146745905101,0.8215915741175803,0.3458250465033522,0.12533101735573354,3,1,466145,12,1
49,11548,self_employed,26,4763,9,7,0.32088139903664337,0.972583032551332,0.5662652559269312,0.4290891931553146,1,1,344482,24,0
56,78294,salaried,115,4114,9,10,0.47954112510622837,0.058237782710678254,0.302524505274523,0.24881910591884587,6,1,193350,48,0
33,28177,self_employed,111,4554,7,6,0.811713597720834,0.15617733044098725,0.7306592492759695,0.29746511870041265,9,0,172534,24,1
52,29022,salaried,71,1812,5,7,0.7589122488870297,0.10531255908980885,0.5977906123083473,0.42030031125207257,5,0,457840,24,1
27,10542,student,144,3340,11,4,0.26579942192867256,0.6834161322937092,0.3889145388504015,0.01479142227261876,7,1,317285,24,0
42,65428,self_employed,73,1462,10,3,0.15109104760538583,0.6060100737471432,0.5074573247885754,0.18147129608782286,4,1,216519,48,0
48,27740,self_employed,88,4993,4,6,0.7007045761873683,0.35933519938725966,0.6987624892803471,0.40784668862223283,1,4,90600,36,1
22,64353,salaried,107,1384,7,0,0.25765617680719477,0.057423479402245015,0.7596993576069839,0.4069773919008615,3,3,146727,6,1
26,61532,salaried,43,986,2,5,0.9226758285242411,0.639661984046541,0.6236351157644127,0.4243439634414664,0,4,309008,12,1
48,21052,salaried,17,2358,11,7,0.1292476939892261,0.5701204851150566,0.8627713812636619,0.08460795006974564,1,3,404626,12,1
48,52076,self_employed,45,4482,6,6,0.31831520013477654,0.11290321106061574,0.37870828819208996,0.35294330911398003,3,3,458604,24,1
40,58420,salaried,61,1885,1,1,0.05478724692491377,0.9089097044737141,0.3591820058286854,0.07325167025270929,5,1,368845,36,0
50,5671,self_employed,16,4938,2,6,0.7033053068633781,0.19894970967199055,0.3309709883124658,0.39254900447551266,3,4,221989,48,0
31,5163,student,17,3643,11,5,0.8912626489153983,0.7435091521438564,0.6750794876146096,0.12256300222725375,3,3,247407,6,1
48,46424,student,124,395,1,4,0.635874527331007,0.8850758625429482,0.7943621929641205,0.368908863793473,9,3,169750,6,0
45,58744,gig_worker,101,2153,4,3,0.9377530155114836,0.5794749906937084,0.39136497959577077,0.22750080926398625,9,0,27970,24,0
59,75331,salaried,61,2697,6,0,0.12850397850120965,0.24684890529825132,0.7472619352987747,0.4931317322763862,1,3,327095,24,0
53,15634,student,44,780,10,1,0.08773392726269891,0.3092485176251414,0.6338634363326743,0.28994691537464046,8,1,490073,48,0
21,9798,student,122,4990,9,6,0.8384127311673708,0.8857475337188323,0.9911411501057805,0.3162896821101431,9,2,416723,48,1
47,27420,salaried,84,4398,10,9,0.8555111753865077,0.29825715637648464,0.8022315264864879,0.1840817569256437,7,0,197758,60,1
33,34300,gig_worker,132,424,10,2,0.8310395271071281,0.7461904833173043,0.7602313346341381,0.36726007892371654,7,2,416451,48,1
23,15749,salaried,39,2391,10,4,0.7989649025337456,0.9901652122554053,0.6993148144106411,0.2474428205524175,4,1,314827,24,0
59,30121,gig_worker,7,4522,9,7,0.3622283639386602,0.9998167193626778,0.9981563270847926,0.009033317547932074,2,2,388288,36,1
26,42487,student,124,1086,0,7,0.21746208359138774,0.5334797482693314,0.9863214195982042,0.30429079893782257,5,3,83399,24,1
28,38361,salaried,9,3218,9,5,0.92880401999779,0.8265557967860978,0.676680587846165,0.41522979521468073,8,2,377405,24,0
47,26223,student,15,860,8,4,0.30700018284833397,0.9902498679211995,0.6186283431339832,0.11840088503022533,7,4,203223,6,0
29,77930,self_employed,130,3793,0,1,0.3984076821640322,0.3746728898419822,0.6234804458912266,0.1105318775425923,6,1,474334,48,0
57,19056,student,75,1136,0,8,0.6995589594516332,0.25240958507030586,0.5998396732263559,0.3044430915596352,7,4,97874,12,0
53,33380,self_employed,121,1006,11,0,0.2933560799939876,0.11423335584218319,0.6719788148974255,0.408989638212747,3,2,145469,48,0
44,31035,gig_worker,142,464,9,10,0.8191302215610012,0.1408996380731261,0.4915089874700595,0.12481016892178792,5,4,369474,60,0
35,35620,salaried,110,3513,7,1,0.07003462363178126,0.8535563636206633,0.9487521481800985,0.46613132562151954,4,0,34655,36,1
52,24877,salaried,120,1169,5,0,0.7911826673889345,0.588723090307074,0.6431610570233546,0.4636936783407745,1,2,332590,36,1
52,60316,salaried,71,4469,5,11,0.6018513226178042,0.8737091753924858,0.8894054682870263,0.10026833595396667,7,4,310783,48,0
44,69041,student,35,2355,11,3,0.5729936441135929,0.7894550890321684,0.6327125722673339,0.13189220602840784,2,3,285974,48,0
32,58352,gig_worker,79,3786,8,3,0.4583770391386607,0.6737446300480178,0.8028031917371701,0.3502994054740807,4,2,499832,24,1
59,35911,student,75,4319,3,4,0.2770455962834224,0.6093121919068607,0.5358173751336059,0.475866554512213,7,0,13014,12,0
22,37784,student,70,3181,7,4,0.46407028543123663,0.048338904178092945,0.7373648004132823,0.35494134438815733,8,3,257617,24,1
23,8191,salaried,74,3358,3,7,0.4500285120186873,0.8722751960031923,0.6488600118156436,0.222450024910269,8,2,239395,6,0
57,38160,salaried,45,2207,1,10,0.58375418878307,0.41784206167971427,0.5569799795735269,0.08450067321325155,4,3,197803,6,0
37,69641,salaried,24,3033,10,10,0.28157428585553024,0.559786857071392,0.9170893827476005,0.23050492441981058,1,2,179133,36,1
22,54723,salaried,144,2929,7,2,0.07759558197614902,0.02195350187702072,0.37889817792423625,0.3033838959852772,6,2,335896,36,1
22,8631,salaried,43,541,11,5,0.14508944663913825,0.936073501862787,0.6408462038233772,0.16547595947832516,6,1,157931,12,0
48,11172,self_employed,149,1659,6,11,0.6991774314615729,0.9027404610920015,0.43605835128629566,0.2551289106000449,7,4,483805,36,0
43,47080,salaried,49,1841,3,11,0.022492329635540487,0.5432780299181056,0.902738563852314,0.06510706416435297,7,2,343902,60,1
57,25281,salaried,143,725,8,2,0.85644304464543,0.5773116331683574,0.47742854130096435,0.2260940522562932,4,0,154980,6,1
52,33671,salaried,74,3963,8,1,0.6943973274799133,0.7050172124034887,0.7434012380782751,0.045387909464777,0,4,164765,12,0
53,56431,salaried,129,1790,7,7,0.7680865413077163,0.2646948964361501,0.4158944605597478,0.024544374974495298,3,1,356562,6,0
21,33602,student,95,2881,0,0,0.8359844490934748,0.22191562271330256,0.5834395686295857,0.4286199577996636,3,4,411819,48,0
39,56399,gig_worker,74,190,6,8,0.12271044393018116,0.6740229466016328,0.9295500369545548,0.10254079207303746,2,4,229491,48,0
22,28472,student,134,3106,4,10,0.8224510909700663,0.10442244615890817,0.4162451110813583,0.28757766456396666,7,2,214948,12,0
46,54230,self_employed,88,4402,6,6,0.5046424376590564,0.45406200472338076,0.7642370777438376,0.07449137920499621,2,0,48702,24,1
52,78616,salaried,93,1188,11,11,0.8855238387531971,0.49276042399909004,0.44315725938916833,0.13126378545464568,4,2,154417,60,0
26,12099,gig_worker,83,4711,8,9,0.8865866010603435,0.381336976915168,0.5910243367725161,0.18066970988474218,1,0,27687,60,1
52,30431,salaried,117,1280,1,11,0.02417804375417021,0.18526817569773468,0.6784318190622195,0.07183821817738512,5,0,296725,36,0
24,61492,salaried,97,2001,10,10,0.3828652154835389,0.3553162643253547,0.7041144927328234,0.02298114850555516,5,3,435609,12,1
31,52684,salaried,76,4590,3,3,0.5263987958652734,0.33755725356044997,0.7217579362872086,0.4385799010090055,7,2,360877,60,0
37,35111,salaried,53,286,3,2,0.678360089782902,0.4992656746487504,0.7480919907736455,0.005916417939886065,7,1,275436,36,0
58,68936,salaried,56,1697,1,5,0.28618624668413395,0.6746808415785194,0.4902380883716583,0.03066049141753391,0,4,374953,6,0
44,27614,salaried,37,3508,2,8,0.2521422606646523,0.9682351235261706,0.5809572400020113,0.40253608041405126,4,3,401664,24,0
25,46991,gig_worker,26,3847,10,8,0.3812657190890473,0.14416326017432823,0.3261230645025451,0.14100416838652802,1,1,286772,36,1
54,75476,salaried,118,2770,7,3,0.5009386917498945,0.8730171099410818,0.8381298835719626,0.36141015055734865,9,2,150750,48,1
26,65920,salaried,137,4925,11,9,0.9511462314054133,0.2841780003902624,0.8859696512522317,0.07311287460895688,4,0,174887,48,1
42,68530,gig_worker,22,339,8,4,0.7621084666974375,0.5913727700014056,0.43946573443988185,0.11864087429835968,9,2,31477,6,0
31,41224,salaried,122,2680,5,10,0.4293211669377053,0.5467369479838681,0.44101077524077725,0.28638825829849673,8,2,320970,12,0
36,12788,salaried,121,4336,9,8,0.054366178440183766,0.5569484186282629,0.3294254815332945,0.49431791924464175,3,3,464966,36,0
53,33082,student,41,238,1,1,0.16852059214375936,0.7233586117188129,0.9792686759547411,0.03672223507961159,7,1,225598,6,0
29,21531,salaried,68,2606,1,1,0.45592442431941704,0.3816883057489959,0.8650305976820603,0.20027729899091612,0,3,25010,48,0
26,49857,salaried,142,4265,6,4,0.8138259000987043,0.31909996323685563,0.5524922420342224,0.021540485002962406,7,1,332290,48,0
36,15142,self_employed,83,4580,7,0,0.38069553567734393,0.8528345731854773,0.6373357900288776,0.09961322132798744,5,3,63133,48,0
49,53355,salaried,127,4825,7,7,0.5384966507450597,0.2200950402742703,0.5043768724556079,0.4537355134192523,7,4,243934,24,1
23,14866,self_employed,48,2345,5,4,0.8918048860851021,0.18024603731114308,0.718070777825459,0.04823005189488483,5,0,45643,24,0
40,75067,gig_worker,86,4400,9,11,0.9137962594266289,0.015607436655260876,0.8021158886334558,0.4284279606878168,2,0,364244,48,1
56,69027,salaried,91,1849,7,9,0.21577499644268938,0.21057778202918676,0.6131579345943103,0.08890161905504063,7,0,388100,60,1
39,62906,self_employed,20,667,0,1,0.04359492179259439,0.5185314333167084,0.9115159353041364,0.43089242326885197,4,4,444903,12,0
46,33138,self_employed,58,981,8,11,0.30541053097151494,0.5385088730141135,0.6619181035531669,0.2690109815678376,9,4,184065,24,0
23,34956,salaried,106,739,11,8,0.6958023148257801,0.25442049119553434,0.40097728835446755,0.43910333711342175,4,0,257572,36,1
39,10439,self_employed,102,4061,0,1,0.9511122009762665,0.07227417004119985,0.7356039630863491,0.07585182232576021,6,0,239855,24,0
40,52241,salaried,6,4520,2,6,0.07703199998411392,0.7446407963452062,0.6235616761354618,0.381018275653913,5,1,161150,36,0
52,47533,self_employed,98,4637,11,7,0.028483810549271515,0.7579753485622998,0.954970304157208,0.34034929804028835,8,1,70708,24,1
27,33270,salaried,145,4999,8,5,0.8841472129857219,0.9978363962915615,0.5743257446551394,0.27146669369648124,6,2,284414,48,1
53,44279,self_employed,63,2435,10,10,0.7481452691031412,0.9000295705347177,0.5820060174050727,0.4052936722054865,2,3,260369,36,1
59,28888,salaried,73,4421,4,6,0.9922485791555753,0.9260620645176425,0.7555413728471272,0.32413801221351984,4,1,98644,12,1
38,22630,gig_worker,123,3085,8,10,0.39679288146565317,0.7982038257439419,0.6688903528284995,0.4385234623038748,8,1,86580,24,0
